id_unico	decisao_revisada	confianca	regra	subgrupo_duvida	nucleo_analitico	ano	bases_origem	doi	termos_bloco_a	termos_bloco_b	auditado	titulo	justificativa_reprodutivel
REG_02229	DESCARTAR	media	D3_SEM_OBJETO_PREDIAL	apenas_bloco_a	TRUE	2011	Scopus	10.2118/145983-ms	maintenance management; maintenance planning		nao	Optimizing asset lifecycle maintenance using a streamlined RCM method	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_02230	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_a	TRUE	2011	Scopus	10.1016/j.tourman.2010.05.014	facility management		nao	How can tourism use land more efficiently? A model-based approach to land-use efficiency for tourist destinations	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_02249	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_a	TRUE	2011	Scopus	10.1007/978-90-481-9367-7_3	operation and maintenance		nao	Water Services in South Africa 1994–2009	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_02256	DESCARTAR	media	D3_SEM_OBJETO_PREDIAL	apenas_bloco_a	TRUE	2010	Scopus	10.1109/icsmc.2010.5642262	facility management		nao	An agent-based service-oriented approach for facility lifecycle information integration and decision supports	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_02258	RELEVANTE	media	R1_OBJETO_ACAO_CRITERIO	apenas_bloco_a	TRUE	2010	Scopus		facilities management		nao	Is facilities management fundamental to the conservation of heritage buildings and their contents?	Objeto predial + ação de manutenção/operação/FM/retrofit/avaliação + critério ou contexto verificável.
REG_02288	RELEVANTE	alta	R1_OBJETO_ACAO_CRITERIO	apenas_bloco_a	TRUE	2010	Scopus		building maintenance		nao	The development of a Condition Survey Protocol (CSP) 1 Matrix for visual building inspection	Objeto predial + ação de manutenção/operação/FM/retrofit/avaliação + critério ou contexto verificável.
REG_02323	DESCARTAR	media	D3_SEM_OBJETO_PREDIAL	apenas_bloco_a	TRUE	2010	Scopus	10.1061/41099(367)32	operation and maintenance		nao	A non-dimensional modeling approach for evaluation of low impact development from water quality to flood control	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_02324	DESCARTAR	media	D3_SEM_OBJETO_PREDIAL	apenas_bloco_a	TRUE	2010	Scopus	10.1061/41099(367)63	operation and maintenance		nao	Development and application of modular LID site planning tool	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_02358	RELEVANTE	alta	R1_OBJETO_ACAO_CRITERIO	apenas_bloco_a	TRUE	2010	Scopus	10.1177/1420326x09358029	facility management; building operation		nao	Developing a building energy management framework based on ubiquitous sensor networks	Objeto predial + ação de manutenção/operação/FM/retrofit/avaliação + critério ou contexto verificável.
REG_02377	DESCARTAR	media	D6_SEM_CRITERIO	apenas_bloco_a	TRUE	2010	Scopus		building operation		nao	The improvement of supervision of operation used methods for residential buildings	Há objeto predial e ação, mas sem critério/contexto suficiente para reclassificação conservadora.
REG_02460	RELEVANTE	alta	R1_OBJETO_ACAO_CRITERIO	apenas_bloco_a	TRUE	2022	Scopus|WoS	10.3390/en15218097	operation and maintenance		nao	Ensuring the Safety of Buildings by Reducing the Noise Impact through the Use of Green Wall Systems	Objeto predial + ação de manutenção/operação/FM/retrofit/avaliação + critério ou contexto verificável.
REG_02561	DESCARTAR	media	D3_SEM_OBJETO_PREDIAL	apenas_bloco_a	TRUE	2022	Scopus	10.1016/j.ssci.2022.105745	facility management; facilities management		nao	The impact of climate change on workplace safety and health hazard in facilities management: An in-depth review	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_02571	RELEVANTE	media	R1_OBJETO_ACAO_CRITERIO	apenas_bloco_a	TRUE	2022	Scopus	10.1016/j.jobe.2022.104277	building operation; retrofit		nao	Component-level re-commissioning of a newly retrofitted Danish healthcare building	Objeto predial + ação de manutenção/operação/FM/retrofit/avaliação + critério ou contexto verificável.
REG_02655	DESCARTAR	media	D3_SEM_OBJETO_PREDIAL	apenas_bloco_a	TRUE	2022	Scopus	10.1051/e3sconf/202234305001	operation and maintenance		nao	Human behaviours: New paradigms of energy efficiency. Communication tools to deliver a technical message to non-experts	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_02665	DESCARTAR	media	D3_SEM_OBJETO_PREDIAL	apenas_bloco_a	TRUE	2022	Scopus	10.1016/j.est.2021.103615	operation and maintenance		nao	Simulated performance of a solar-assisted heat pump system including a phase-change storage tank for residential heating applications: A case study in Madrid, Spain	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_02684	RELEVANTE	media	R1_OBJETO_ACAO_CRITERIO	apenas_bloco_a	TRUE	2022	Scopus	10.1061/(asce)cf.1943-5509.0001698	facility management; maintenance planning		nao	Postoccupancy Evaluation for Student Housing with a Focus on Maintenance Planning, Design Process, and Client Requirement	Objeto predial + ação de manutenção/operação/FM/retrofit/avaliação + critério ou contexto verificável.
REG_02713	DESCARTAR	media	D6_SEM_CRITERIO	apenas_bloco_a	TRUE	2022	Scopus	10.1002/2475-8876.12255	building operation		nao	Operation strategy for engineered natural ventilation using machine learning under sparse data conditions	Há objeto predial e ação, mas sem critério/contexto suficiente para reclassificação conservadora.
REG_02726	DESCARTAR	media	D6_SEM_CRITERIO	apenas_bloco_a	TRUE	2022	Scopus	10.1061/9780784483978.044	building operation; operation and maintenance		nao	Building Optimization Model for Minimizing Operation and Maintenance Costs	Há objeto predial e ação, mas sem critério/contexto suficiente para reclassificação conservadora.
REG_02733	RELEVANTE	alta	R1_OBJETO_ACAO_CRITERIO	apenas_bloco_a	TRUE	2022	Scopus	10.1016/j.jobe.2021.103428	facilities management		nao	Importance of hospital facilities management performance indicators: Building practitioners’ perspectives	Objeto predial + ação de manutenção/operação/FM/retrofit/avaliação + critério ou contexto verificável.
REG_02771	DESCARTAR	media	D6_SEM_CRITERIO	apenas_bloco_a	TRUE	2022	Scopus		facilities management		nao	A Review of Facilities Management Guidelines for the Living Environment of the Elderly	Há objeto predial e ação, mas sem critério/contexto suficiente para reclassificação conservadora.
REG_02804	RELEVANTE	alta	R1_OBJETO_ACAO_CRITERIO	apenas_bloco_a	TRUE	2022	Scopus	10.24425/ace.2022.140171	building maintenance; maintenance strategy		nao	Models for estimating costs of public buildings maintaining - Review and assessment	Objeto predial + ação de manutenção/operação/FM/retrofit/avaliação + critério ou contexto verificável.
REG_02830	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_a	TRUE	2022	Scopus	10.1109/icsp56322.2022.9965311	operation and maintenance		nao	Feature cross fusion - Attention mechanism for intelligent semantic segmentation of surface features around railway	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_02873	RELEVANTE	media	R1_OBJETO_ACAO_CRITERIO	apenas_bloco_a	TRUE	2022	Scopus	10.30880/ijie.2022.14.09.015	building maintenance; maintenance management; deferred maintenance		nao	Deferred Maintenance of Public University Buildings in Malaysia: A Preliminary Study	Objeto predial + ação de manutenção/operação/FM/retrofit/avaliação + critério ou contexto verificável.
REG_02970	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_a	TRUE	2022	Scopus	10.1088/1755-1315/1026/1/012026	building operation; retrofit		nao	Retrofitting Old Silk Factory in Valmadrera, Italy with Insulated Envelope Solutions.	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_02993	RELEVANTE	media	R1_OBJETO_ACAO_CRITERIO	apenas_bloco_a	TRUE	2021	Crossref|Scopus	10.1016/j.jobe.2021.102510	facility management; operation and maintenance		nao	Facility management information taxonomy framework for queries in healthcare buildings	Objeto predial + ação de manutenção/operação/FM/retrofit/avaliação + critério ou contexto verificável.
REG_03015	RELEVANTE	alta	R1_OBJETO_ACAO_CRITERIO	apenas_bloco_a	TRUE	2021	Scopus	10.1016/j.adapen.2021.100068	building operation		nao	Sensor impacts on building and HVAC controls: A critical review for building energy performance	Objeto predial + ação de manutenção/operação/FM/retrofit/avaliação + critério ou contexto verificável.
REG_03062	RELEVANTE	alta	R1_OBJETO_ACAO_CRITERIO	apenas_bloco_a	TRUE	2021	Scopus	10.3390/en14196015	operation and maintenance		nao	The contribution of building-integrated photovoltaics (Bipv) to the concept of nearly zero-energy cities in europe: Potential and challenges ahead	Objeto predial + ação de manutenção/operação/FM/retrofit/avaliação + critério ou contexto verificável.
REG_03076	DESCARTAR	media	D6_SEM_CRITERIO	apenas_bloco_a	TRUE	2021	Scopus	10.1016/j.jobe.2021.102618	building operation		nao	Non-intrusive measurement of building cooling load components via morphological components analysis	Há objeto predial e ação, mas sem critério/contexto suficiente para reclassificação conservadora.
REG_03154	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_a	TRUE	2021	Scopus	10.3969/j.issn.1671-7104.2021.03.017	operation and maintenance; maintenance management		nao	Thoughts on Construction of Information System of Medical Device Variety Archives	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_03155	DESCARTAR	media	D3_SEM_OBJETO_PREDIAL	apenas_bloco_a	TRUE	2021	Scopus	10.1016/j.jhazmat.2021.125040	operation and maintenance		nao	Evaluation of the eco-efficiency of waste treatment facilities in Korea	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03164	RELEVANTE	media	R1_OBJETO_ACAO_CRITERIO	apenas_bloco_a	TRUE	2021	Crossref|Scopus	10.3390/su13116200	building maintenance		nao	Value-based building maintenance practices for public hospitals in malaysia	Objeto predial + ação de manutenção/operação/FM/retrofit/avaliação + critério ou contexto verificável.
REG_03263	DESCARTAR	media	D6_SEM_CRITERIO	apenas_bloco_a	TRUE	2021	Scopus	10.1088/1755-1315/655/1/012002	facility management		nao	FACTORS AFFECTING the EFFECTIVENESS of MAINTENANCE in POSTGRADUATE HOSTELS in HIGHLY RANKED NIGERIAN UNIVERSITIES	Há objeto predial e ação, mas sem critério/contexto suficiente para reclassificação conservadora.
REG_03283	DESCARTAR	media	D3_SEM_OBJETO_PREDIAL	apenas_bloco_a	TRUE	2021	Scopus	10.3390/buildings11020075	facilities management; operation and maintenance		nao	Design for maintainability of basements and wet areas	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03337	DESCARTAR	media	D3_SEM_OBJETO_PREDIAL	apenas_bloco_a	TRUE	2021	Scopus	10.24928/2021/0182	facility management		nao	THE LIFECYCLE VALUE OF FACILITY MANAGEMENT PROFESSIONALS	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03393	RELEVANTE	alta	R1_OBJETO_ACAO_CRITERIO	apenas_bloco_a	TRUE	2021	Scopus	10.1007/978-981-15-8131-1_29	facility management		nao	An empirical study of visual comfort in office buildings	Objeto predial + ação de manutenção/operação/FM/retrofit/avaliação + critério ou contexto verificável.
REG_03443	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_a	TRUE	2021	Scopus	10.1049/icp.2022.0463	operation and maintenance		nao	STUDY OF HIERARCHICAL SUPPORT TECHNIQUE FOR MANAGING ASSETS - development of support program for substation equipment -	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_03499	DESCARTAR	media	D6_SEM_CRITERIO	apenas_bloco_a	TRUE	2021	Scopus	10.1007/978-3-030-65687-4_3	building maintenance		nao	Exploring the Financial Strategies of Private Museums: The Case of the Opera di Santa Maria del Fiore in Florence	Há objeto predial e ação, mas sem critério/contexto suficiente para reclassificação conservadora.
REG_03570	DESCARTAR	media	D6_SEM_CRITERIO	apenas_bloco_a	TRUE	2020	Scopus	10.1109/ieeeconf51154.2020.9319987	maintenance management		nao	Protection of Buildings with Historic, Architectural Cultural Values: The Case of Royal Museum of Seri Menanti	Há objeto predial e ação, mas sem critério/contexto suficiente para reclassificação conservadora.
REG_03601	RELEVANTE	alta	R1_OBJETO_ACAO_CRITERIO	apenas_bloco_a	TRUE	2020	Scopus	10.1016/j.apenergy.2020.115413	building operation		nao	EnergyStar++: Towards more accurate and explanatory building energy benchmarking	Objeto predial + ação de manutenção/operação/FM/retrofit/avaliação + critério ou contexto verificável.
REG_03652	RELEVANTE	alta	R1_OBJETO_ACAO_CRITERIO	apenas_bloco_a	TRUE	2020	Scopus|WoS	10.1016/j.foar.2020.02.003	operation and maintenance		nao	Design, construction, and thermal performance evaluation of an innovative bio-based ventilated façade	Objeto predial + ação de manutenção/operação/FM/retrofit/avaliação + critério ou contexto verificável.
REG_03674	DESCARTAR	media	D6_SEM_CRITERIO	apenas_bloco_a	TRUE	2020	Scopus	10.1080/17512549.2018.1545143	building operation		nao	Case study results: fault detection in air-handling units in buildings	Há objeto predial e ação, mas sem critério/contexto suficiente para reclassificação conservadora.
REG_03700	RELEVANTE	media	R1_OBJETO_ACAO_CRITERIO	apenas_bloco_a	TRUE	2020	Scopus	10.1088/1742-6596/1516/1/012014	building maintenance		nao	Landscape and housekeeping government building preventive maintenance guidebook based on work breakdown structure	Objeto predial + ação de manutenção/operação/FM/retrofit/avaliação + critério ou contexto verificável.
REG_03746	DESCARTAR	media	D3_SEM_OBJETO_PREDIAL	apenas_bloco_a	TRUE	2020	Scopus	10.1109/ecbios50299.2020.9203716	operation and maintenance		nao	Utilizing UAV for 3D Map for Urban Land Use in Tainan City, Taiwan	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
REG_03753	RELEVANTE	alta	R1_OBJETO_ACAO_CRITERIO	apenas_bloco_a	TRUE	2020	Scopus	10.1051/e3sconf/202016704004	facility management		nao	Indoor environmental quality evaluation in a hot and arid climate: A case study of a higher education office building	Objeto predial + ação de manutenção/operação/FM/retrofit/avaliação + critério ou contexto verificável.
REG_03755	DESCARTAR	alta	D2_DOMINIO_NAO_PREDIAL	apenas_bloco_a	TRUE	2020	Scopus|WoS	10.1108/f-03-2019-0040	facilities management; condition assessment		nao	Integrated methodology for industrial facilities management and design based on FCA and lean manufacturing principles	Domínio predominante não predial ou infraestrutura pesada/industrial/transporte/energia/saneamento.
REG_03764	DESCARTAR	media	D3_SEM_OBJETO_PREDIAL	apenas_bloco_a	TRUE	2020	Scopus	10.1007/s11831-019-09320-4	facilities management		nao	Computational Methods of Acquisition and Processing of 3D Point Cloud Data for Construction Applications	Sem objeto predial explícito no título ou nos termos fortes de bloco A.
