id_unico,doi,titulo,ano,bases_origem,resumo_presente,classe_pre_triagem,justificativa,sinal_titulo,bloco_a_presente,bloco_b_presente,bloco_c_presente,bloco_d_presente,bloco_tecnologico_presente,bloco_conceitual_presente,termos_bloco_a,termos_bloco_b
REG_00097,,Research progress on pavement life cycle energy consumption and carbon dioxide emission assessment,2018,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sugere_parcial,nao,sim,nao,nao,nao,nao,maintenance management,life cycle; service life
REG_00098,10.1016/j.measurement.2018.01.047,Condition monitoring of wind turbine pitch controller: A maintenance approach,2018,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,life cycle
REG_00099,10.1007/s10995-018-2492-3,"Completing the Maternal Care Team: OB/GYN Expertise at Rural District Hospitals in Ghana, a Qualitative Study",2018,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco B (sustentabilidade). Requer revisao humana.,sem_sinal,sim,nao,nao,sim,nao,nao,facility management,
REG_00100,10.3168/jds.2017-13819,Short communication: Identifying challenges and opportunities for improved nutrient management through the USDA's Dairy Agroecosystem Working Group,2018,Scopus|WoS,sim,relevante,Bloco A (facility management) e Bloco B (sustainab) presentes.,sem_sinal,sim,sim,nao,nao,nao,nao,facility management,sustainab
REG_00101,10.1016/j.scitotenv.2018.02.045,"Seasonality, water use and community management of water systems in rural settings: Qualitative evidence from Ghana, Kenya, and Zambia",2018,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,sustainab
REG_00102,10.1063/1.5042971,Evaluating port cities development using life cycle cost approach,2018,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sugere_parcial,nao,sim,nao,nao,nao,nao,operation and maintenance,life cycle; life-cycle; life cycle cost
REG_00103,10.1109/uic-atc.2017.8397584,Unsupervised learning techniques for HVAC terminal unit behaviour analysis,2018,Scopus,sim,relevante,Bloco A (building maintenance) e Bloco B (building performance) presentes.,sem_sinal,sim,sim,nao,nao,sim,nao,building maintenance,building performance
REG_00104,10.1088/1755-1315/164/1/012033,Analysis of Construction-specific Environmental Load Characteristics in the Road Paving Work Maintenance & Management Phase,2018,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,life cycle; greenhouse gas
REG_00105,10.1109/icbir.2018.8391231,Lifecycle cost analysis for operations and maintenance planning of railway bridge transition,2018,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,maintenance planning,sustainab
REG_00106,10.1088/1757-899x/366/1/012068,Research on Safety Assessment for Power Line Design,2018,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,life cycle
REG_00107,10.3992/1943-4618.13.3.122,Transition towards green facility management: Bridging the knowledge gaps of facilities managers,2018,Scopus,sim,relevante,Bloco A (facility management; facilities management; operation and maintenance) e Bloco B (green building) presentes.,sugere_parcial,sim,sim,nao,nao,nao,sim,facility management; facilities management; operation and maintenance; maintenance planning,green building
REG_00108,10.1088/1755-1315/153/5/052052,Green Tunnel Construction Technology and Application,2018,Scopus,sim,relevante,Bloco A (operation and maintenance) e Bloco B (green building) presentes.,sem_sinal,sim,sim,nao,nao,nao,nao,operation and maintenance,green building
REG_00109,10.1016/j.rser.2018.03.064,Building information modeling for energy retrofitting – A review,2018,Scopus,sim,relevante,Bloco A (facility management; retrofit) e Bloco B (green building) presentes.,sugere_parcial,sim,sim,nao,nao,sim,nao,facility management; retrofit,green building
REG_00110,10.1061/(asce)cf.1943-5509.0001176,Optimal FM Strategy for Commercial Office Buildings Using Fuzzy Synthetic Evaluation,2018,Scopus|WoS,sim,relevante,Bloco A (facility management) e Bloco B (life-cycle; building performance) presentes.,sem_sinal,sim,sim,nao,nao,nao,nao,facility management,life-cycle; building performance
REG_00111,10.1007/s12132-017-9329-9,A Management Concept for Driving Sustainability in Marginalised Communities in South Africa,2018,Scopus,sim,relevante,Bloco A (facilities management) e Bloco B (sustainab) presentes.,sugere_parcial,sim,sim,nao,nao,nao,nao,facilities management,sustainab
REG_00112,10.7667/pspc170718,Research on reactive power planning of distribution network based on life cycle cost,2018,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sugere_parcial,nao,sim,nao,nao,nao,nao,operation and maintenance,life cycle; life cycle cost
REG_00113,10.1061/(asce)cr.1943-5495.0000163,Sustainable construction in remote cold regions: Gathering and transferring practical knowledge,2018,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sugere_parcial,nao,sim,nao,nao,nao,nao,,sustainab
REG_00114,10.1088/1755-1315/158/1/012013,Community Participation on an Urban Sanitation Program: A Comparative Study,2018,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,sustainab; sustainable development goal
REG_00115,,Stages and elements affecting development of low carbon parks in Malaysia: An expert review,2018,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,sustainab
REG_00116,10.1016/j.landusepol.2018.03.044,Complexity and uncertainty in water resource governance in Northwest Cameroon: Reconnoitring the challenges and potential of community-based water resource management,2018,Scopus,sim,irrelevante,Nenhum termo de Bloco A nem Bloco B encontrado em titulo+resumo.,sem_sinal,nao,nao,nao,nao,nao,nao,operation and maintenance,
REG_00117,10.3390/su10051674,A tool for sourcing sustainable building renovation: The energy efficiency maturity matrix,2018,Scopus,sim,relevante,Bloco A (facilities management; building renovation) e Bloco B (sustainab) presentes.,sugere_relevante,sim,sim,nao,nao,nao,nao,facilities management; building renovation,sustainab
REG_00118,10.1016/j.enbuild.2018.02.038,Life cycle energy of high-rise office buildings in Hong Kong,2018,Scopus|WoS,sim,relevante,Bloco A (building operation) e Bloco B (life cycle) presentes.,sugere_parcial,sim,sim,nao,nao,nao,nao,building operation,life cycle
REG_00119,10.3389/fmars.2018.00165,State of the art and challenges for offshore Integrated multi-trophic aquaculture (IMTA),2018,Scopus,sim,irrelevante,Nenhum termo de Bloco A nem Bloco B encontrado em titulo+resumo.,sem_sinal,nao,nao,nao,nao,nao,nao,operation and maintenance,
REG_00120,,IOP Conference Series: Materials Science and Engineering,2018,Scopus,sim,relevante,Bloco A (maintenance management) e Bloco B (sustainab; life cycle; sustainability assessment) presentes.,sem_sinal,sim,sim,nao,nao,nao,nao,maintenance management,sustainab; life cycle; sustainability assessment
REG_00121,10.1088/1755-1315/147/1/012031,Sustainability Challenge of Micro Hydro Power Development in Indonesia,2018,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sugere_parcial,nao,sim,nao,nao,nao,nao,operation and maintenance,sustainab
REG_00122,10.1088/1755-1315/148/1/012028,Trash-polluted irrigation: Characteristics and impact on agriculture,2018,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,operation and maintenance,sustainab
REG_00123,10.1108/bepam-07-2017-0042,Toward improved LCC-informed decisions in building management,2018,Scopus|WoS,sim,relevante,Bloco A (facility management) e Bloco B (life cycle; life cycle cost) presentes.,sem_sinal,sim,sim,nao,nao,nao,nao,facility management,life cycle; life cycle cost
REG_00124,10.1016/j.jclepro.2018.02.070,"Building-information-modeling enabled life cycle assessment, a case study on carbon footprint accounting for a residential building in China",2018,Scopus|WoS,sim,relevante,Bloco A (building operation) e Bloco B (life cycle; environmental performance; greenhouse gas) presentes.,sugere_parcial,sim,sim,sim,nao,sim,nao,building operation,life cycle; environmental performance; greenhouse gas
REG_00125,10.1080/01446193.2017.1381751,On the nexus of changing public facilities management practices: purposive and co-creative actions across multiple levels,2018,Scopus|WoS,sim,relevante,Bloco A (facilities management) e Bloco B (sustainab) presentes.,sugere_parcial,sim,sim,nao,nao,nao,nao,facilities management,sustainab
REG_00126,10.3390/su10051404,Impact of human actions on building energy performance: A case study in the United Arab Emirates (UAE),2018,Scopus|WoS,sim,complementar,Termo conceitual presente (built environment) -- complementar/conceitual.,sem_sinal,nao,sim,nao,sim,nao,sim,,sustainab; building performance
REG_00127,10.1016/j.jobe.2018.01.010,"Building life cycle applied to refurbishment of a traditional building from Oporto, Portugal",2018,Scopus,sim,relevante,Bloco A (operation and maintenance) e Bloco B (life cycle; life cycle cost; service life) presentes.,sugere_parcial,sim,sim,nao,nao,sim,nao,operation and maintenance,life cycle; life cycle cost; service life
REG_00128,10.1016/j.enbuild.2017.12.045,The exploration of the life-cycle energy saving potential for using prefabrication in residential buildings in China,2018,Scopus,sim,relevante,Bloco A (building operation) e Bloco B (life cycle; life-cycle) presentes.,sugere_parcial,sim,sim,nao,nao,nao,nao,building operation,life cycle; life-cycle
REG_00129,10.1061/(asce)me.1943-5479.0000597,A Multidimensional Framework for Unmanned Aerial System Applications in Construction Project Management,2018,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco B (sustentabilidade). Requer revisao humana.,sem_sinal,sim,nao,nao,nao,nao,nao,facility management,
REG_00130,10.1007/s12205-017-0561-6,BIM-based Data Mining Method considering Data Integration and Function Extension,2018,Scopus|WoS,sim,relevante,Bloco A (facility management) e Bloco B (sustainab) presentes.,sem_sinal,sim,sim,sim,nao,sim,nao,facility management,sustainab
REG_00131,,Warning - a boiler breakdown may be in your future,2018,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,nao,nao,nao,nao,,life cycle; life cycle cost
REG_00132,,Development of condition-based maintenance for sugar mill assets,2018,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,sim,nao,nao,nao,operation and maintenance; condition assessment; condition-based maintenance,sustainab
REG_00133,10.3390/su10051370,"Cultural Heritage conservation and sustainability based on surveying and modeling: The case of the 14th century building Corral del Carbón (Granada, Spain)",2018,Scopus,sim,relevante,Bloco A (building maintenance) e Bloco B (sustainab) presentes.,sugere_parcial,sim,sim,nao,nao,sim,nao,building maintenance,sustainab
REG_00134,,The impact of process condition monitoring on critical equipment in the process industry,2018,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sem_sinal,nao,sim,sim,nao,sim,nao,,sustainab
REG_00135,,'Smart city' model for descentralization of peruvian sustainable development,2018,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco A (objeto predial). Requer revisao humana.,sugere_parcial,nao,sim,nao,sim,nao,nao,operation and maintenance,sustainab
REG_00136,10.1109/vsmm.2017.8346289,NetFlinCS: A hybrid cloud-based framework to allow context-based detection and surveillance,2018,Scopus,sim,relevante,Bloco A (facility management) e Bloco B (life cycle) presentes.,sem_sinal,sim,sim,nao,nao,sim,nao,facility management,life cycle
REG_00137,10.1016/j.ejor.2017.07.058,OR in spare parts management: A review,2018,Scopus,sim,irrelevante,Nenhum termo de Bloco A nem Bloco B encontrado em titulo+resumo.,sem_sinal,nao,nao,nao,nao,nao,nao,maintenance management,
REG_00138,10.4018/978-1-5225-5088-4.ch003,Geographical information system in eco-tourism,2018,Scopus,sim,relevante,Bloco A (facilities management) e Bloco B (sustainab) presentes.,sem_sinal,sim,sim,nao,nao,nao,nao,facilities management,sustainab
REG_00139,10.1088/1755-1315/140/1/012116,A guideline for interpersonal capabilities enhancement to support sustainable facility management practice,2018,Scopus,sim,relevante,Bloco A (facility management) e Bloco B (sustainab) presentes.,sugere_relevante,sim,sim,nao,nao,nao,nao,facility management,sustainab
REG_00140,10.1016/j.jclepro.2018.01.082,The life-cycle energy and environmental emissions of a typical offshore wind farm in China,2018,Scopus,sim,relevante,Bloco A (operation and maintenance) e Bloco B (life cycle; life-cycle) presentes.,sugere_parcial,sim,sim,nao,nao,nao,nao,operation and maintenance,life cycle; life-cycle
REG_00141,10.1109/sustech.2017.8333470,A PID inspired feature extraction method for HVAC terminal units,2018,Scopus,sim,duvida,Apenas um bloco obrigatorio presente; falta Bloco B (sustentabilidade). Requer revisao humana.,sem_sinal,sim,nao,nao,nao,nao,nao,building maintenance; retrofit,
