ordem_prioridade,lote_leitura,id_unico,doi,titulo,ano,eixo_tematico_preliminar,metodo_mcdm_especifico,tecnologia_especifica,necessita_leitura_completa
136,2,REG_04661,10.1117/12.3110796,Research and application of building low-carbon operation rating,2026,gestao_predial_sustentabilidade_geral,,,sim
137,2,REG_05040,10.1109/southeastcon63549.2026.11475962,"Building Information Modeling as a Strategic Tool to Implement PV+BESS Microgrids That Enhance Grid Resilience and Sustainability: A Case Study in the World Heritage Island of Fernando De Noronha, Brazil",2026,gestao_predial_com_tecnologia_aplicada,,BIM; Digital Twin,sim
138,2,REG_04857,10.1049/icp.2025.4013,Research on intelligent maintenance and energy consumption optimization of green highway driven by intelligent perception and big data,2026,gestao_predial_sustentabilidade_geral,,,sim
139,2,REG_09073,10.3390/su18052321,DT-LCAF: Digital Twin-Enabled Life Cycle Assessment Framework for Real-Time Embodied Carbon Optimization in Smart Building Construction,2026,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),BIM; Digital Twin; IoT; Data-driven; outra tecnologia: smart building,sim
140,2,REG_04732,10.13969/j.jzgjgjz.20250317001,"Research on the Integration of Design,Construction,Operation and Maintenance of Modular Low-Rise Buildings Based on Digital Intelligence Technology",2026,gestao_predial_sustentabilidade_geral,,,sim
141,2,REG_04894,10.1109/iraset68627.2026.11538864,Clustering of Equipment for Maintenance in BIM 7D Using the K-Nearest Neighbors (KNN) Approach Applied to Data Reduced by t-SNE (t-Distributed Stochastic Neighbor Embedding),2026,gestao_predial_com_tecnologia_aplicada,,BIM,sim
142,2,REG_04943,10.14006/j.jzjgxb.2025.0158,Review of indicator systems for building safety risks assessment using spaceborne InSAR technology,2026,gestao_predial_sustentabilidade_geral,,,sim
143,2,REG_04830,10.1108/jfm-10-2024-0122,Data integration and machine learning applications for improved text classification and performance benchmarking in small buildings,2026,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),Data-driven,sim
144,2,REG_04846,NA,SATISFACTION ON SUSTAINABLE FACILITIES MANAGEMENT CONCEPT OF ELDERLY PONDOK VILLAGE (EPV) BUILDINGS,2026,gestao_predial_sustentabilidade_geral,,,sim
145,2,REG_04572,10.3390/app16115640,"Coding and Relationships Between Construction and Maintenance Work Units and Their Life Cycle: A Study of the Economic, Environmental and Social Sustainability of Housing in Andalusia",2026,gestao_predial_com_tecnologia_aplicada,,BIM,sim
146,2,REG_04856,10.1108/f-12-2025-0234,Smart infrastructure adoption for sustainable religious facilities management in Ghana,2026,gestao_predial_sustentabilidade_geral,,,sim
147,2,REG_04953,10.1007/978-3-032-08718-8_9,Spatial Intelligence for Efficient High-Rise Building Maintenance and Repair,2026,gestao_predial_sustentabilidade_geral,,,sim
148,2,REG_04803,10.1108/f-02-2025-0041,Measures to promote sustainable facility management practices in Ghana: insights from public hospitals,2026,gestao_predial_contexto_publico_universitario,,,sim
149,2,REG_04522,10.1016/j.apenergy.2026.128230,Data-driven predictive modeling for water source heat pumps: Toward digital twin development for energy stations,2026,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),Digital Twin; IoT; Data-driven,sim
150,2,REG_05003,10.12454/j.jsuese.202500556,Concept and Key Technical Challenges of Deep Underground Hydraulic and Hydropower Engineering,2026,gestao_predial_com_tecnologia_aplicada,,Digital Twin,sim
151,2,REG_04568,10.1108/f-10-2025-0185,Strengthening community resilience: the role of social networks and facility management in climate change adaptation,2026,gestao_predial_sustentabilidade_geral,,,sim
152,2,REG_04889,10.1007/s10668-026-07450-x,"Drivers and forecasting of carbon emissions in the construction sector of Shandong Province, China: a life cycle perspective",2026,gestao_predial_biossistemica_conceitual,,,sim
153,2,REG_04812,10.1007/978-981-95-9342-2_46,"Study on the Construction, Development and Improvement Paths of Chengdu Tianfu Railway Station under the Background of Station-City Integration",2026,gestao_predial_sustentabilidade_geral,,,sim
154,2,REG_04917,10.1155/adce/8916300,Construction Path of Shanghai Oriental Hub Municipal Pipeline Full Cycle Digital Twin Platform,2026,gestao_predial_com_tecnologia_aplicada,,BIM; Digital Twin; IoT,sim
155,2,REG_04684,10.3390/buildings16081546,"Deep Learning in the Architecture, Engineering, and Construction (AEC) Industry: Methods, Challenges, and Emerging Opportunities",2026,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),Data-driven; outra tecnologia: predictive maintenance,sim
156,2,REG_04858,10.3390/buildings16020375,Study on the Impact of Temperature and Humidity Variations in Climate Zones on the Life-Cycle Assessment of Wall Materials,2026,gestao_predial_sustentabilidade_geral,,,sim
157,2,REG_04698,10.3390/su18083735,"Sustainability of Building Stock Rehabilitation: CO2e Footprint of Energy Renovation and Seismic Strengthening, a Case Study",2026,gestao_predial_sustentabilidade_geral,,,sim
158,2,REG_04847,10.1109/icesic67389.2026.11496424,Deep Hybrid Spatiotemporal Learning for Smart Facility Management and Energy-Aware Enterprise Operations,2026,gestao_predial_com_tecnologia_aplicada,,IoT,sim
159,2,REG_04713,10.1051/epjconf/202635505006,Sustainable Manufacturing of High-Performance Ternary Geopolymer Composites Using Multi-Source Waste for Energy-Efficient Buildings,2026,gestao_predial_sustentabilidade_geral,,,sim
160,2,REG_04765,10.3390/buildings16030635,Developing a Health-Oriented Assessment Framework for Office Interior Renovation: Addressing Gaps in Green Building Certification Systems,2026,gestao_predial_com_decisao_multicriterio,AHP,,sim
161,2,REG_05038,10.1088/1742-6596/3191/1/012079,Sustainable Water Conservation in Hot and Humid Climates: Efficient Harvesting and Reuse of HVAC Condensate,2026,gestao_predial_sustentabilidade_geral,,,sim
162,2,REG_04627,10.17576/jkukm-2026-38(3)-06,Optimizing Teaching and Learning Space Operationalisation in Higher Education: A Quantitative Analysis using Timetable Data,2026,gestao_predial_contexto_publico_universitario,,,sim
163,2,REG_05010,10.3390/app16020945,Design and Implementation of a Low-Water-Consumption Robotic System for Cleaning Residential Balcony Glass Walls,2026,gestao_predial_com_tecnologia_aplicada,,IoT,sim
164,2,REG_04899,10.1080/19397038.2026.2665914,Systematic review of mycelium-based composites as sustainable insulators for carbon-neutral building envelopes,2026,gestao_predial_sustentabilidade_geral,,,sim
165,2,REG_04933,10.1007/s10668-026-07552-6,Developing intelligent material selection framework for energy management and CO2 footprint reduction in wooden buildings: a case study,2026,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),BIM,sim
166,2,REG_04957,10.1088/1755-1315/1582/1/012024,The benefits of certifying buildings in operation,2026,gestao_predial_sustentabilidade_geral,,,sim
167,2,REG_04788,10.1145/3783998.3784006,Design of Construction Equipment Management Operation and Maintenance System Based on BIM and Big Data Algorithm,2026,gestao_predial_com_tecnologia_aplicada,,BIM,sim
168,2,REG_04987,10.1016/j.enbenv.2026.02.004,The impact of spatial form on carbon emissions from building energy use and photovoltaic carbon reductions in residential neighborhoods,2026,gestao_predial_sustentabilidade_geral,,,sim
169,2,REG_08400,10.31462/jcemi.2026.592,The relationship between building design and environmental sustainability at the facility management stage in the construction sector,2026,gestao_predial_sustentabilidade_geral,,,sim
170,2,REG_04714,10.3390/buildings16061216,Development of a Life-Cycle Green Evaluation Indicator System for Public Sports Venues,2026,gestao_predial_com_decisao_multicriterio,AHP,,sim
171,2,REG_04848,10.1007/978-3-031-89420-6_15,Digital Building Stewards: AI Systems for Energy-Efficient Facility Management,2026,gestao_predial_com_tecnologia_aplicada,,outra tecnologia: predictive maintenance,sim
172,2,REG_04653,10.1016/j.applthermaleng.2026.130581,Time-series prediction on thermal performance of energy slab using LSTM network with generative AI-based data augmentation,2026,gestao_predial_sustentabilidade_geral,,,sim
173,2,REG_04845,10.1108/pm-10-2025-0151,Exploring sustainability facilities management practices in gated housing communities in Ghana: a perspective of facilities managers,2026,gestao_predial_biossistemica_conceitual,,,sim
174,2,REG_05031,10.36922/ijocta025460200,Toward grid-interactive and low-carbon buildings: A comparative analysis of artificial intelligence-driven optimization of renewable sizing and demand-side control,2026,gestao_predial_sustentabilidade_geral,,,sim
175,2,REG_04524,10.1016/j.eswa.2026.132940,Digital twins implementation for sustainable smart facility management in the built environment: underlying critical challenges via embedded mixed method design,2026,gestao_predial_com_tecnologia_aplicada,,Digital Twin,sim
176,2,REG_04621,10.1007/s42452-025-08194-5,Organizational life cycle assessment of Kabul University: evaluating environmental sustainability in a post-conflict higher education institution,2026,gestao_predial_contexto_publico_universitario,,,sim
177,2,REG_04849,10.1201/9781003541295-9,Digital Information Technologies in Urban Facility Management: Advanced Scenarios towards Circular Economy and Climate Change,2026,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),Data-driven,sim
178,2,REG_04838,10.1201/9781003541295-7,Urban Facilities Management: A Viable System Model,2026,gestao_predial_sustentabilidade_geral,,,sim
179,2,REG_04851,10.1201/9781003541295,Urban Facility Management,2026,gestao_predial_sustentabilidade_geral,,,sim
180,2,REG_04835,10.4018/979-8-3373-4197-2.ch006,"Effectiveness of Operational and Maintenance Performance of Halal Market Assets in Bandung Regency, Indonesia",2026,gestao_predial_com_tecnologia_aplicada,,IoT,sim
181,2,REG_04833,10.1201/9781003541295-6,Urban Facility Management and Sustainable Neighborhoods,2026,gestao_predial_sustentabilidade_geral,,,sim
182,2,REG_04850,10.1007/978-3-032-26836-5_36,Digital Twins for Building Renovation – What is the Added Value?,2026,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),Digital Twin,sim
183,2,REG_04973,10.1002/bate.70144,Wegweiser Bauwerksmonitoring: Ein Sechs-Punkte-Plan zur Qualifizierung und Zertifizierung von Anbietern,2026,gestao_predial_sustentabilidade_geral,,,sim
184,2,REG_07867,10.1109/access.2026.3686217,"Enabling Predictive Maintenance in Smart Buildings: A Review of AI Approaches, Digital Integration, and System Challenges",2026,gestao_predial_com_tecnologia_aplicada,,Digital Twin; Data-driven; outra tecnologia: intelligent building; outra tecnologia: smart building; outra tecnologia: predictive maintenance,sim
185,2,REG_04874,10.2118/231374-ms,"Well, Reservoir, and Facility Management-Guided Rigless Matrix Stimulation in a Behind-The-Sleeve Gravel Pack: Coiled Tubing and Pressure Pumping Integration Restores 137% Production in the Niger Delta",2026,gestao_predial_sustentabilidade_geral,,,sim
186,2,REG_04614,10.1016/j.enbuild.2026.117332,Digital twins for sustainable buildings: From framework to strategy guidelines and application,2026,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),BIM; Digital Twin,sim
187,2,REG_04821,10.1007/978-981-95-6592-4_14,Zero-Energy Building-Energy Efficient and Effective Design Strategies,2026,gestao_predial_sustentabilidade_geral,,,sim
188,2,REG_04818,10.1108/978-1-80592-881-220261004,Energy Efficiency in Educational Buildings,2026,gestao_predial_com_tecnologia_aplicada,,IoT,sim
189,2,REG_04587,10.17576/jsm-2026-5506-01,Principal Component Analysis for Identifying Key Indoor Air Quality Factors in a Healthcare Facility,2026,gestao_predial_contexto_publico_universitario,,,sim
190,2,REG_05959,NA,"6th International Scientific Conference on Environmental Challenges in Civil Engineering, ECCE 2024",2025,gestao_predial_sustentabilidade_geral,,,sim
191,2,REG_05500,10.5659/jaik.2025.41.3.103,A Modular Construction Approach to Standardizing Smart Senior Community Centers,2025,gestao_predial_sustentabilidade_geral,,,sim
192,2,REG_04817,10.1007/978-981-96-0058-8_10,Energy Management Systems for Smart Buildings: A Review,2026,gestao_predial_com_tecnologia_aplicada,,IoT; outra tecnologia: smart building,sim
193,2,REG_04875,10.1007/978-981-95-8489-5_4,"Drivers and Barriers for the Analysis of Environmental, Social, and Governance (ESG) Metrics in Buildings",2026,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),Data-driven,sim
194,2,REG_05580,10.1061/9780784486443.002,A New Simple HVAC Energy Performance Metric: Climate and Occupant Preference-Adjusted,2025,gestao_predial_sustentabilidade_geral,,,sim
195,2,REG_05481,10.3390/architecture5010008,A Post-Occupancy Evaluation Framework for Enhancing Resident Satisfaction and Building Performance in Multi-Story Residential Developments in Saudi Arabia,2025,gestao_predial_sustentabilidade_geral,,,sim
196,2,REG_04556,10.1016/j.seta.2026.105065,From pixels to spaces: XR technologies in optimizing and humanizing indoor environments quality,2026,gestao_predial_biossistemica_conceitual,,,sim
197,2,REG_04519,10.1186/s44147-026-00876-0,"Enhancing heating, ventilation, and air conditioning system efficiency through renewable energy integration and smart feature analysis",2026,gestao_predial_com_tecnologia_aplicada,,Data-driven,sim
198,2,REG_04914,10.1016/j.procs.2026.03.275,Dynamic Prediction of Carbon Emissions from Building Operation Stages by Time-Series Convolutional Networks (TCNs),2026,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
199,2,REG_05522,10.3390/app15031476,A Review of Artificial Intelligence in Enhancing Architectural Design Efficiency,2025,gestao_predial_sustentabilidade_geral,,,sim
200,2,REG_04997,10.1007/978-3-032-14648-9_29,Evaluating Urban Green Spaces with IoT Sensors and Machine Learning: Land Cover Impacts on Microclimate for Sustainable City Planning,2026,gestao_predial_com_tecnologia_aplicada,,IoT,sim
